kept_idx,dropped_idx,similarity,kept_q,dropped_q
1264,1268,0.9675,"Which specific software weakness does the BlueSmacking attack pattern exploit, and what method involving network communication endpoints is used to trigger the resulting Denial of Service?","Which specific software weakness does the BlueSmacking attack pattern exploit, and what method of manipulating network sockets is employed to trigger this weakness and achieve a Denial of Service?"
1265,1293,0.9575,"Which specific software weakness is exploited by the BlueSmacking attack pattern, and what is the resulting security impact when an attacker repeatedly connects and disconnects network sockets without proper termination?","Which specific software weakness is exploited by the BlueSmacking attack pattern, and what type of network communication endpoints are typically exhausted when an adversary leverages this same weakness through a repeated connection and disconnection strategy?"
1279,1292,0.9571,"Which specific vulnerability in the 6tunnel software is fundamentally caused by the same category of resource management weakness exploited by the BlueSmacking attack pattern?","BlueSmacking exploits a specific software weakness related to resource management; which vulnerability in 6tunnel version 0.08 is triggered by an attack pattern that targets the same resource type associated with this weakness?"
1279,1322,0.9729,"Which specific vulnerability in the 6tunnel software is fundamentally caused by the same category of resource management weakness exploited by the BlueSmacking attack pattern?","The BlueSmacking attack pattern is known to exploit a specific software weakness related to resource management. Which vulnerability in the 6tunnel software, developed by the 6tunnel_project, is characterized by this same weakness involving the improper handling of network sockets?"
1279,1795,0.9806,"Which specific vulnerability in the 6tunnel software is fundamentally caused by the same category of resource management weakness exploited by the BlueSmacking attack pattern?","Which specific vulnerability in the 6tunnel software is linked to the same underlying resource management weakness exploited by the BlueSmacking attack pattern?"
1279,1875,0.9517,"Which specific vulnerability in the 6tunnel software is fundamentally caused by the same category of resource management weakness exploited by the BlueSmacking attack pattern?","Which specific vulnerability affecting 6tunnel version 0.08 shares the same underlying CWE-404 weakness exploited by the BLUESMACKING attack pattern to achieve a Denial of Service?"
1290,1297,0.9520,"The BlueSmacking attack pattern is known to exploit the CWE-404 weakness. Which specific CVE, characterized by the improper closure of network communication endpoints, shares this underlying weakness and what is its associated CVSS vector string?","The BlueSmacking attack pattern is known to exploit the CWE-404 weakness regarding improper resource release. Which CVSS vector string describes the risk profile of the 6tunnel vulnerability that stems from the improper closure of the specific network communication endpoints associated with this weakness?"
1299,1823,0.9540,"Which specific vulnerability, exploitable through a repeated connection and disconnection attack method, is fundamentally caused by the same CWE-404 weakness that is exploited by the BlueSmacking attack pattern?","Which specific vulnerability, exploitable via rapid connection and disconnection cycles to cause resource exhaustion, shares the same underlying CWE-404 weakness as the BlueSmacking attack pattern?"
1300,1736,0.9611,"Which specific vulnerability affecting 6tunnel version 0.08 shares the same underlying CWE-404 weakness exploited by the BlueSmacking attack, and what mechanism is used to trigger this vulnerability?","Which specific vulnerability in 6tunnel version 0.08 shares the same underlying CWE-404 weakness exploited by the BlueSmacking attack, and what is the primary mechanism by which it compromises system availability?"
1300,1784,0.9527,"Which specific vulnerability affecting 6tunnel version 0.08 shares the same underlying CWE-404 weakness exploited by the BlueSmacking attack, and what mechanism is used to trigger this vulnerability?","Which specific vulnerability in 6tunnel version 0.08 is exploited through a 'Repeated Connection and Disconnection' pattern, and what underlying CWE does it share with the BlueSmacking attack?"
1300,1828,0.9554,"Which specific vulnerability affecting 6tunnel version 0.08 shares the same underlying CWE-404 weakness exploited by the BlueSmacking attack, and what mechanism is used to trigger this vulnerability?","Which specific medium-severity vulnerability in 6tunnel shares the same underlying CWE-404 weakness as the BlueSmacking attack, and what specific network interaction technique is used to exploit it?"
1307,1768,0.9534,"Which specific vulnerability in 6tunnel version 0.08 is exploited through a repeated connection and disconnection pattern that targets the same resource type—sockets—associated with the CWE-404 weakness exploited by BlueSmacking?","Which specific medium-severity vulnerability in 6tunnel version 0.08 shares the same underlying CWE-404 weakness exploited by the BlueSmacking attack pattern and is characterized by the failure to properly terminate network communication endpoints during repeated connection cycles?"
1310,1793,0.9608,"BlueSmacking exploits the CWE-404 weakness, which pertains to the improper release of network sockets. Given that an attack pattern involving repeated connection and disconnection targets these same resources to trigger a specific vulnerability in 6tunnel, what is the current administrative status of that vulnerability?","BlueSmacking exploits the CWE-404 weakness involving improper resource release. Given that this same weakness is triggered by repeatedly connecting and disconnecting to exhaust network sockets in a specific vulnerability identified in 6tunnel 0.08, what is the current administrative status of that vulnerability?"
1317,1765,0.9560,"The BlueSmacking attack pattern exploits the CWE-404 weakness; how does this same category of vulnerability manifest in the exploitation of CVE-2001-0830, and what specific network resource is affected?","The BlueSmacking attack pattern exploits the CWE-404 weakness to cause a denial of service. Which specific CVE, identified in 6tunnel version 0.08, is a manifestation of this same weakness, and what specific network resource does it fail to properly release?"
1317,1884,0.9638,"The BlueSmacking attack pattern exploits the CWE-404 weakness; how does this same category of vulnerability manifest in the exploitation of CVE-2001-0830, and what specific network resource is affected?","The BlueSmacking attack pattern is known to exploit the CWE-404 weakness. Which specific CVE is identified as an instance of this weakness in 6tunnel version 0.08, and what condition does it trigger to achieve its security impact?"
1321,1327,0.9566,"Which specific vulnerability in 6tunnel version 0.08 is linked to the same underlying software weakness exploited by BlueSmacking, and what method do remote attackers use to trigger this flaw?","Which specific vulnerability in the 6tunnel software shares the same underlying CWE as the BlueSmacking attack, and what technique do remote attackers employ to exploit this flaw?"
1321,1797,0.9807,"Which specific vulnerability in 6tunnel version 0.08 is linked to the same underlying software weakness exploited by BlueSmacking, and what method do remote attackers use to trigger this flaw?","Which specific vulnerability in 6tunnel version 0.08 is linked to the same underlying software weakness exploited by the BlueSmacking attack pattern, and what mechanism do remote attackers use to trigger this flaw?"
1328,1827,0.9591,"The BlueSmacking attack pattern exploits the CWE-404 weakness related to improper resource release. Which specific software and version range is associated with CVE-2001-0830, a vulnerability that shares this underlying weakness by failing to properly terminate socket connections?","Considering that the BLUESMACKING attack pattern exploits the CWE-404 weakness to cause a denial of service, which specific software tool and version range are associated with a CVE that represents a concrete instance of this same weakness due to improper socket management?"
1386,1406,0.9560,"If a software component like the `decodeFile` function fails to release file handles during error-handling paths, what specific CWE category does this represent, and how does the resulting system state align with the primary objective of a BlueSmacking attack?","If a software component like the decodeFile function fails to release a file handle during an error path, what formal CWE category does this represent, and what primary security impact does this condition share with a BlueSmacking attack?"
1387,1398,0.9507,"The `decodeFile` function exhibits a logic error where it fails to release a file handle upon a checksum failure. What is the formal CWE classification for this weakness, and what shared security impact does its exploitation have with a BlueSmacking attack?","If the `decodeFile` function fails to release file handles upon a checksum error, what is the formal CWE classification for this vulnerability, and what primary security impact does it share with the BlueSmacking attack pattern?"
1421,1783,0.9540,"Considering that the BlueSmacking attack pattern (CAPEC-666) exploits the CWE-404 weakness, how does this same category of software flaw manifest in CVE-2001-0830 to cause a denial of service?","Considering that the BlueSmacking attack pattern exploits the CWE-404 weakness, how does this same underlying software flaw manifest in CVE-2001-0830 to result in a denial of service?"
1422,1747,0.9567,"Which medium-severity vulnerability in the 6tunnel software shares the same underlying CWE-404 weakness exploited by the BlueSmacking attack, specifically through the mismanagement of network communication endpoints?","Which medium-severity vulnerability in 6tunnel version 0.08 is classified as an instance of the same underlying software weakness exploited by the BLUESMACKING attack pattern?"
1422,1758,0.9582,"Which medium-severity vulnerability in the 6tunnel software shares the same underlying CWE-404 weakness exploited by the BlueSmacking attack, specifically through the mismanagement of network communication endpoints?","Which medium-severity vulnerability in 6tunnel version 0.08 shares the same underlying CWE-404 weakness exploited by the BLUESMACKING attack pattern to achieve a Denial of Service (DoS)?"
1422,1786,0.9552,"Which medium-severity vulnerability in the 6tunnel software shares the same underlying CWE-404 weakness exploited by the BlueSmacking attack, specifically through the mismanagement of network communication endpoints?","Which medium-severity vulnerability in 6tunnel version 0.08 shares the same underlying CWE-404 weakness as the BlueSmacking attack, and what specific resource does it fail to release during repeated connection cycles?"
1431,1451,0.9547,"By exploiting the CWE-404 weakness through the transmission of oversized L2CAP packets, what intermediate state does a BLUESMACKING attack induce to achieve a Denial of Service (DoS) impact?","By exploiting the specific software weakness identified as CWE-404, how does an attacker utilizing the BlueSmacking pattern achieve a Denial of Service (DoS) impact?"
1457,1460,0.9524,"When an adversary executes a BlueSmacking attack by flooding a target with oversized L2CAP packets, what specific CWE-identified weakness is being leveraged, and what is the resulting impact on the system's operational state?","When an adversary executes a BLUESMACKING attack by flooding a target with oversized L2CAP packets, what underlying CWE-identified weakness are they exploiting, and how does this lead to a compromise of system availability?"
1470,1472,0.9516,"Which industry-standard weakness identifier is exploited by the BlueSmacking attack pattern, and how is this vulnerability exemplified in the DECODEFILE function's handling of resources initialized by FOPEN?","Which industry-standard weakness identifier is exploited by the BlueSmacking attack pattern, and how does the 'decodeFile' function demonstrate the core failure of this weakness when utilizing the 'fopen' library call?"
1504,1509,0.9533,"When an adversary leverages a Linux-based platform to execute the CAPEC-666 attack pattern against a Bluetooth-enabled device, which specific MITRE ATT&CK technique is being utilized to achieve the objective of resource exhaustion?","If an adversary utilizes a Linux machine to execute CAPEC-666 by flooding a target with oversized L2CAP packets, which specific MITRE ATT&CK technique is being leveraged to achieve the objective of resource exhaustion?"
1541,1543,0.9718,"While BlueSmacking achieves its objective through L2CAP packet flooding, CVE-2001-0830 results in the same security impact by exploiting which specific network communication endpoints through a pattern of repeated connection and disconnection?","While BlueSmacking achieves its objective through L2CAP packet flooding, CVE-2001-0830 achieves the same security impact through the mismanagement of which network communication endpoints?"
1604,1628,0.9525,"An adversary utilizes oversized L2CAP packets to conduct a BLUESMACKING attack. Which defensive mitigation, identified as M1037, is recommended to counter this specific flooding technique while also serving to limit the tactical progression of the threat actor through the network?","An adversary executing a BlueSmacking attack utilizes oversized L2CAP packets to achieve a specific security impact; what mitigation strategy, typically employed to restrict lateral adversary movement, is recommended to counter the Direct Network Flood technique that produces this same impact?"
1715,1725,0.9593,"When an adversary executes a BlueSmacking attack to flood a device with oversized L2CAP packets, which security principle is primarily compromised, and what specific software weakness category is associated with the resulting resource exhaustion on the target system?","An adversary utilizes the BlueSmacking attack pattern to flood a target with oversized L2CAP packets. Based on the primary security scope compromised by the resulting Direct Network Flood, which specific software weakness category is associated with the exhaustion of resources?"
1729,1731,0.9849,"CVE-2001-0830 is a vulnerability in 6tunnel characterized by improper socket closure. Which Bluetooth-based attack pattern exploits the same underlying CWE category to achieve a Denial of Service (DoS) via L2CAP packet flooding?","CVE-2001-0830 is a vulnerability in 6tunnel that results in resource exhaustion due to improper socket handling. Which Bluetooth-based attack pattern exploits the same underlying CWE category to achieve a Denial of Service (DoS) by flooding targets with oversized L2CAP packets?"
1741,1879,0.9647,"Which Bluetooth-based attack pattern, categorized as CAPEC-666, exploits the same CWE-404 weakness found in CVE-2001-0830 to achieve a Denial of Service (DoS)?","Which Bluetooth-specific attack pattern, identified as CAPEC-666, targets the same underlying software weakness (CWE-404) that characterizes the resource exhaustion vulnerability in CVE-2001-0830?"
1763,1843,0.9676,"The BlueSmacking attack pattern (CAPEC-666) exploits a specific software weakness related to resource management; which medium-severity CVE instance of this same weakness involves the failure to properly terminate network sockets on a server running 6tunnel?","Considering that the BlueSmacking attack pattern (CAPEC-666) exploits a specific software weakness to cause resource exhaustion, which CVE represents a medium-severity instance of this same weakness that results in a Denial of Service (DoS) through improper socket management in 6tunnel?"
1770,1865,0.9586,"The BlueSmacking attack pattern is known to exploit the CWE-404 weakness; how does this same class of vulnerability specifically affect system availability in the context of CVE-2001-0830?","Given that the BLUESMACKING attack pattern exploits the CWE-404 weakness, which specific CVE associated with 6tunnel version 0.08 is an instance of this same weakness, and what is the resulting impact on system availability?"
1790,1850,0.9505,"Given that the BlueSmacking attack pattern exploits CWE-404, what specific technical failure in CVE-2001-0830—a vulnerability categorized under the same CWE—results in the depletion of system resources?","Which specific CVE, characterized by the exhaustion of system resources through improper socket management, shares the same underlying CWE weakness as the BlueSmacking attack pattern?"
1837,1851,0.9574,"An adversary uses a client to repeatedly connect and disconnect from a 6tunnel server to cause resource exhaustion. Which specific CVE is being exploited, and what is the common CWE weakness it shares with the BlueSmacking attack pattern?","If an adversary utilizes repeated connection and disconnection cycles to exploit a vulnerability in 6tunnel version 0.08, which specific CVE are they targeting, and what is the common CWE weakness it shares with the BlueSmacking attack?"
1841,1845,0.9535,"Which common software weakness links the 6tunnel vulnerability exploited via repeated connection cycles to the BlueSmacking attack pattern?","Which common software weakness connects the 6tunnel vulnerability (CVE-2001-0830), characterized by improper socket closure during rapid connection cycles, to the BlueSmacking attack pattern?"
1849,1882,0.9560,"Which specific vulnerability in the 6tunnel service shares the same underlying software weakness as the BlueSmacking attack pattern, and how does an attacker exploit this commonality to impact system availability?","Which specific vulnerability in 6tunnel version 0.08 is categorized under the same software weakness exploited by the BlueSmacking attack, and how does its exploitation affect system availability?"
1860,1878,0.9616,"The BlueSmacking attack pattern exploits a specific software weakness to achieve a Denial of Service. What is the formal designation of this weakness, and which vulnerability in 6tunnel version 0.08 serves as a documented instance of this same underlying flaw?","The BLUESMACKING attack pattern exploits a specific software weakness to achieve a Denial of Service (DoS) state. What is the formal name of this weakness category, and which specific vulnerability in 6tunnel version 0.08 is classified as an instance of this same weakness?"
