kept_idx,dropped_idx,similarity,kept_q,dropped_q
1324,1767,0.9042,"Considering that the BlueSmacking attack pattern exploits the CWE-404 weakness, which specific CVE associated with 6tunnel version 0.08 manifests this same underlying weakness through the mismanagement of network communication endpoints?","Considering that the BlueSmacking attack pattern exploits the CWE-404 weakness to achieve a denial of service, which specific CVE identified in 6tunnel version 0.08 is a manifestation of this same weakness, and what network communication endpoints are exhausted as a result?"
1328,1788,0.9015,"The BlueSmacking attack pattern exploits the CWE-404 weakness related to improper resource release. Which specific software and version range is associated with CVE-2001-0830, a vulnerability that shares this underlying weakness by failing to properly terminate socket connections?","Which specific vulnerability, triggered by an adversary through repeated connection and disconnection cycles to cause resource exhaustion, is classified under the same CWE-404 weakness exploited by the BlueSmacking attack pattern?"
1328,1834,0.9037,"The BlueSmacking attack pattern exploits the CWE-404 weakness related to improper resource release. Which specific software and version range is associated with CVE-2001-0830, a vulnerability that shares this underlying weakness by failing to properly terminate socket connections?","The BLUESMACKING attack pattern, which involves flooding Bluetooth devices with oversized L2CAP packets, is linked to a specific software weakness regarding resource release. Which software application, maintained by the 6tunnel_project, contains a vulnerability (CVE-2001-0830) that is a specific instance of this same weakness?"
1374,1377,0.9049,"How does a logic error in the `decodeFile` function involving the `fclose` routine result in a security impact that mirrors the primary goal of a BlueSmacking attack?","How does the logic error in the `decodeFile` function, which involves the `fopen` call, lead to a security impact that is functionally identical to the goal of a BlueSmacking attack?"
1381,1384,0.9081,"The decodeFile function contains a logic error where it returns DECODE_FAIL without closing a file handle, a flaw categorized under a specific CWE. What is the formal name of this CWE, and what primary security impact does it share with the BlueSmacking attack pattern?","If the decodeFile function fails to execute a close operation on a file handle during a checksum error, what is the formal CWE classification for this weakness, and what primary security impact does it share with the CAPEC-666 (BlueSmacking) attack pattern?"
1385,1403,0.9062,"If a malicious actor exploits a logic error in the `decodeFile` function that results in a resource leak, what is the formal CWE category for this vulnerability, and what high-level security impact does it share with a BlueSmacking attack?","If a software component like the decodeFile function fails to close file handles during a checksum error, what formal weakness category is it classified under, and what primary security impact does this share with the BlueSmacking attack pattern?"
1389,1407,0.9111,"If a system's decodeFile function fails to release file handles upon a checksum error, what formal weakness category is being exploited, and how does the resulting resource exhaustion align with the operational goal of a BlueSmacking attack?","If a software component utilizes the `decodeFile` function and fails to handle checksum errors by closing file handles, what specific resource exhaustion state does it trigger, and how does the resulting security impact align with the objectives of a BlueSmacking attack?"
1417,1425,0.9074,"Which common software weakness links the BlueSmacking denial-of-service attack to the 6tunnel vulnerability CVE-2001-0830, and what specific resource is mismanaged to trigger this vulnerability?","Which specific network resource is mismanaged in both the software weakness exploited by BlueSmacking and the 6tunnel vulnerability CVE-2001-0830, and what is the ultimate security impact of this mismanagement?"
1448,1452,0.9106,"Which specific software weakness does the BlueSmacking attack pattern exploit, and what is the ultimate security impact of this exploitation on the target system's availability?","Which specific software weakness does the BlueSmacking attack pattern exploit, and what is the resulting system condition that leads to a Denial of Service (DoS)?"
1497,1506,0.9034,"An adversary utilizes a Linux machine to execute a BlueSmacking attack by flooding a target with oversized L2CAP packets. To mitigate the broader MITRE ATT&CK technique associated with this flood, what specific technical measure can be implemented to restrict the abused communication channels?","An adversary leverages a Linux machine to conduct a BlueSmacking attack by flooding a target with oversized L2CAP packets. Which specific implementation of the M1037 mitigation strategy would be most effective in restricting this type of incoming malicious traffic at the network boundary?"
1502,1505,0.9013,"If an adversary leverages a Linux machine to execute a BlueSmacking attack against a target, which MITRE ATT&CK technique is being demonstrated, and what type of distributed infrastructure might be employed by similar threat actors to amplify such flooding activities?","When an adversary leverages a Linux machine to execute a BlueSmacking attack, which MITRE ATT&CK technique is being applied, and what infrastructure is commonly maintained by threat actors to perform these types of network flooding operations?"
1641,1659,0.9055,"An adversary utilizes oversized L2CAP packets in a BlueSmacking attack to degrade system performance. Which specific defensive mitigation, also employed to prevent unauthorized data exfiltration, is recommended to counter the Direct Network Flood technique associated with such flooding activities?","An adversary who executes a BlueSmacking attack by flooding L2CAP packets may also attempt to exfiltrate sensitive data from a target system. Which defensive mitigation strategy is recommended to prevent this unauthorized data transfer and is also the primary defense against the Direct Network Flood (T1498.001) technique?"
1662,1675,0.9029,"An adversary known for executing the CAPEC-666 attack pattern also attempts to perform unauthorized data transfers from a target system. Which specific component of the MITRE M1037 mitigation strategy, typically implemented via firewalls, is designed to prevent this outbound activity?","An adversary known for executing CAPEC-666 (BlueSmacking) may also attempt to exfiltrate sensitive information from a compromised system. Which specific component of the MITRE M1037 mitigation strategy is designed to prevent this unauthorized outbound transfer?"
1683,1718,0.9104,"If a threat actor executes a BLUESMACKING attack (CAPEC-666) to cause a denial of service via L2CAP flooding, what category of network protocols would this same adversary likely utilize when performing a Direct Network Flood (T1498.001)?","If an adversary executes a BLUESMACKING attack to cause a denial of service via L2CAP packet flooding, what category of network protocols would they likely utilize when performing a Direct Network Flood (T1498.001) involving ICMP or UDP?"
1729,1855,0.9365,"CVE-2001-0830 is a vulnerability in 6tunnel characterized by improper socket closure. Which Bluetooth-based attack pattern exploits the same underlying CWE category to achieve a Denial of Service (DoS) via L2CAP packet flooding?","CVE-2001-0830 is a vulnerability in 6tunnel characterized by improper socket closure. Which Bluetooth-based attack pattern exploits the same underlying software weakness to achieve a Denial of Service (DoS) impact?"
1729,1867,0.9120,"CVE-2001-0830 is a vulnerability in 6tunnel characterized by improper socket closure. Which Bluetooth-based attack pattern exploits the same underlying CWE category to achieve a Denial of Service (DoS) via L2CAP packet flooding?","Which Bluetooth-specific attack pattern, categorized under the same CWE-404 weakness as the 6tunnel vulnerability CVE-2001-0830, achieves a Denial of Service by flooding a target with oversized L2CAP packets?"
1734,1735,0.9110,"Considering that BlueSmacking exploits the CWE-404 weakness to disrupt service, what specific CVE represents an instance of this weakness in 6tunnel, and what is the ultimate operational impact of exploiting that vulnerability?","Considering that the BLUESMACKING attack pattern exploits a specific resource management weakness, which CVE identifies a medium-severity instance of this same weakness resulting in a Denial of Service (DoS) through improper socket handling?"
1734,1843,0.9006,"Considering that BlueSmacking exploits the CWE-404 weakness to disrupt service, what specific CVE represents an instance of this weakness in 6tunnel, and what is the ultimate operational impact of exploiting that vulnerability?","Considering that the BlueSmacking attack pattern (CAPEC-666) exploits a specific software weakness to cause resource exhaustion, which CVE represents a medium-severity instance of this same weakness that results in a Denial of Service (DoS) through improper socket management in 6tunnel?"
1734,1862,0.9079,"Considering that BlueSmacking exploits the CWE-404 weakness to disrupt service, what specific CVE represents an instance of this weakness in 6tunnel, and what is the ultimate operational impact of exploiting that vulnerability?","Considering that BlueSmacking exploits a specific resource management weakness to achieve its objectives, which historical vulnerability serves as a concrete instance of this same weakness, and what is the primary security impact shared by both?"
1736,1750,0.9039,"Which specific vulnerability in 6tunnel version 0.08 shares the same underlying CWE-404 weakness exploited by the BlueSmacking attack, and what is the primary mechanism by which it compromises system availability?","BlueSmacking is an attack pattern that exploits the CWE-404 weakness. Which specific vulnerability in 6tunnel version 0.08 is categorized as an instance of this weakness, and what is the primary security impact resulting from its exploitation?"
1746,1751,0.9071,"The BlueSmacking attack pattern exploits a specific software weakness related to improper resource management; which CVE is a documented instance of this weakness in 6tunnel, and what primary security impact does it share with the MITRE ATT&CK technique T1498.001?","Which specific vulnerability in the 6tunnel application is categorized under the same CWE weakness exploited by the BLUESMACKING attack pattern, and what common security impact does this vulnerability share with the MITRE ATT&CK sub-technique T1498.001?"
1752,1865,0.9010,"Considering that BlueSmacking exploits the CWE-404 weakness, which specific vulnerability in 6tunnel version 0.08 is categorized under this same weakness, and what is the ultimate impact on the target system's availability?","Given that the BLUESMACKING attack pattern exploits the CWE-404 weakness, which specific CVE associated with 6tunnel version 0.08 is an instance of this same weakness, and what is the resulting impact on system availability?"
1776,1778,0.9210,"Considering that the BlueSmacking attack pattern exploits the CWE-404 weakness to cause a denial of service, what specific network-based attack method is used to trigger a vulnerability (CVE-2001-0830) that shares this same underlying resource management flaw?","Considering that the BlueSmacking attack pattern exploits the CWE-404 weakness to cause a denial of service, what specific exploitation method is used to trigger a medium-severity vulnerability in 6tunnel that shares this same underlying resource management flaw?"
1782,1790,0.9097,"Considering that the BlueSmacking attack pattern exploits the CWE-404 weakness, what specific technical failure identified in CVE-2001-0830—a known instance of CWE-404—leads to the resource exhaustion that triggers a Denial of Service (DoS)?","Given that the BlueSmacking attack pattern exploits CWE-404, what specific technical failure in CVE-2001-0830—a vulnerability categorized under the same CWE—results in the depletion of system resources?"
1824,1825,0.9025,"Which medium-severity vulnerability in the 6tunnel service shares the same underlying software weakness as the BlueSmacking attack pattern, and what specific technique is employed by remote attackers to exploit it?","Which specific CVE associated with 6tunnel version 0.08 shares the same underlying CWE-404 weakness as the BlueSmacking attack, and what operational technique does an attacker use to trigger this vulnerability to achieve a Denial of Service?"
1830,1884,0.9085,"The BlueSmacking attack pattern is known to exploit the CWE-404 weakness. Which specific CVE associated with 6tunnel version 0.08 is an instance of this same weakness, and what specific technical failure does it cause that leads to resource exhaustion?","The BlueSmacking attack pattern is known to exploit the CWE-404 weakness. Which specific CVE is identified as an instance of this weakness in 6tunnel version 0.08, and what condition does it trigger to achieve its security impact?"
1831,1875,0.9002,"Which software application, uniquely identified by a CPE 2.3 formatted string, contains a vulnerability that shares the same underlying CWE-404 weakness exploited by the BLUESMACKING attack pattern?","Which specific vulnerability affecting 6tunnel version 0.08 shares the same underlying CWE-404 weakness exploited by the BLUESMACKING attack pattern to achieve a Denial of Service?"
1837,1851,0.9202,"An adversary uses a client to repeatedly connect and disconnect from a 6tunnel server to cause resource exhaustion. Which specific CVE is being exploited, and what is the common CWE weakness it shares with the BlueSmacking attack pattern?","If an adversary utilizes repeated connection and disconnection cycles to exploit a vulnerability in 6tunnel version 0.08, which specific CVE are they targeting, and what is the common CWE weakness it shares with the BlueSmacking attack?"
1840,1850,0.9258,"Which specific CVE, characterized by the failure to properly close sockets during rapid connection cycles, is classified under the same underlying software weakness exploited by the BlueSmacking attack pattern?","Which specific CVE, characterized by the exhaustion of system resources through improper socket management, shares the same underlying CWE weakness as the BlueSmacking attack pattern?"
1853,1874,0.9261,"CVE-2001-0830 is a vulnerability in 6tunnel characterized by improper socket closure. Which Bluetooth-based attack pattern exploits the same underlying CWE to achieve a Denial of Service (DoS) via resource exhaustion?","CVE-2001-0830 identifies a flaw in 6tunnel where sockets are not properly closed, leading to resource exhaustion. Which Bluetooth-based attack pattern exploits this same underlying CWE category to achieve a Denial of Service?"
1860,1872,0.9061,"The BlueSmacking attack pattern exploits a specific software weakness to achieve a Denial of Service. What is the formal designation of this weakness, and which vulnerability in 6tunnel version 0.08 serves as a documented instance of this same underlying flaw?","The BlueSmacking attack pattern exploits a specific software weakness to achieve a Denial of Service (DoS). What is the formal name of this weakness, and which specific CVE identified in 6tunnel version 0.08 is classified as an instance of this same vulnerability category?"
1860,1878,0.9170,"The BlueSmacking attack pattern exploits a specific software weakness to achieve a Denial of Service. What is the formal designation of this weakness, and which vulnerability in 6tunnel version 0.08 serves as a documented instance of this same underlying flaw?","The BLUESMACKING attack pattern exploits a specific software weakness to achieve a Denial of Service (DoS) state. What is the formal name of this weakness category, and which specific vulnerability in 6tunnel version 0.08 is classified as an instance of this same weakness?"
1861,1869,0.9203,"BlueSmacking is an attack pattern that exploits the CWE-404 weakness. Which specific CVE identifier represents a medium-severity instance of this same weakness in 6tunnel version 0.08, and what is the primary security impact of its exploitation?","The BLUESMACKING attack pattern exploits a specific software weakness related to resource management. Which medium-severity vulnerability in 6tunnel version 0.08 is a documented instance of this same weakness, and what is the primary security impact of its exploitation?"
